N,T,As,Vs,GPSd,A7,V7,H7,S7,A8,V8,H8,S8,A5,V5,H5,S5,A6,V6,H6,S6,A3,V3,H3,S3,A4,V4,H4,S4,A1,V1,H1,S1,A2,V2,H2,S2
4059,164.24,2.03311,5.23,17095,-28.028,-18.12,604.922,-0.414699,-27.236,-19.224,46.0403,-0.349857,-22.77,-20.736,753.855,-0.342793,-28.468,-20.184,567.74,-0.475969,-25.96,-19.416,726.69,1.05582,-32.428,-17.976,689.144,-0.398335,-26.356,-16.44,320.437,-0.380263,-25.454,-19.824,790.076,-0.412395
4060,164.28,2.36311,5.23,17095,-23.584,-18.984,631.118,-0.380006,-22.638,-19.2,63.4279,-0.30589,-17.908,-21.264,788.562,-0.301724,-24.046,-20.712,584.444,-0.437053,-21.362,-19.92,754.09,1.08638,-28.292,-18.168,692.104,-0.354699,-21.912,-16.896,314.203,-0.336959,-21.032,-19.944,790.882,-0.366938
4061,164.32,3.95421,5.13,17095,-18.7,-19.512,669.841,-0.346472,-17.776,-19.152,67.7748,-0.267885,-12.76,-21.384,811.163,-0.261318,-19.36,-20.904,592.239,-0.403685,-16.566,-20.088,761.135,1.11039,-23.98,-18.384,698.765,-0.312306,-17.182,-17.136,312.644,-0.296304,-16.214,-19.848,790.882,-0.326201
4062,164.36,4.64369,5.13,17095,-13.398,-19.752,690.341,-0.319396,-12.518,-18.912,79.3666,-0.239401,-7.458,-21.216,823.27,-0.230433,-14.366,-20.952,585.558,-0.376775,-11.594,-19.944,743.913,1.12604,-19.184,-18.504,718.75,-0.276867,-12.21,-17.208,293.943,-0.263184,-11.374,-19.296,772.348,-0.292749
4063,164.4,5.04441,5.02,17096,-8.03,-19.728,681.23,-0.29911,-7.04,-18.408,83.7135,-0.227147,-2.178,-20.808,790.177,-0.212631,-8.866,-20.496,565.513,-0.357648,-6.6,-19.584,706.336,1.13415,-13.97,-18.552,739.474,-0.249378,-7.128,-17.064,254.983,-0.239255,-6.512,-18.48,714.328,-0.269069
4064,164.44,4.40208,5.02,17096,-2.332,-19.56,647.062,-0.283792,-1.276,-17.976,83.7135,-0.228472,3.058,-19.944,711.075,-0.204682,-3.476,-19.536,525.424,-0.344151,-1.364,-19.008,659.366,1.13887,-8.514,-18.648,744.655,-0.23199,-1.76,-16.992,225.373,-0.228325,-1.694,-17.544,627.298,-0.25284
4065,164.48,5.07977,5.02,17096,3.3,-18.84,588.978,-0.272946,4.62,-17.28,64.8769,-0.227644,8.25,-18.552,614.217,-0.200128,2.024,-18.72,468.631,-0.333884,4.642,-18.552,605.349,1.14583,-2.904,-18.864,720.23,-0.224372,4.334,-16.944,223.814,-0.225013,3.08,-16.584,524.151,-0.244311
4066,164.52,4.72619,4.93,17096,8.712,-17.856,495.586,-0.265742,10.12,-16.248,-39.449,-0.226319,13.266,-16.872,501.215,-0.197562,7.48,-17.712,396.247,-0.326681,10.406,-17.976,534.11,1.15965,2.706,-19.248,642.514,-0.221722,10.296,-15.888,189.529,-0.222778,8.008,-15.888,405.694,-0.240089
4067,164.56,3.81278,4.93,17096,13.816,-16.512,365.749,-0.258787,15.004,-15.168,-214.774,-0.226899,17.842,-15.312,343.013,-0.197313,12.672,-16.44,307.16,-0.318566,15.73,-16.896,412.769,1.17464,8.25,-19.464,534.452,-0.217914,15.554,-14.568,78.8814,-0.218058,12.98,-15.36,289.654,-0.236445
4068,164.6,2.81687,4.91,17097,18.59,-15.048,230.218,-0.254812,19.316,-14.04,-414.732,-0.225243,22.022,-13.464,181.582,-0.196899,17.732,-14.808,201.369,-0.310038,20.35,-15.672,237.412,1.18193,13.992,-19.416,427.871,-0.213442,20.394,-13.056,-72.2853,-0.211765,17.644,-14.28,174.42,-0.234293
4069,164.64,1.64417,4.91,17097,22.77,-13.368,108.353,-0.255392,23.474,-12.816,-550.935,-0.219778,26.246,-11.856,68.58,-0.194415,22.088,-12.96,61.0568,-0.303579,24.112,-14.472,64.4026,1.18623,19.712,-18.84,334.612,-0.207812,24.882,-11.592,-223.452,-0.20688,22.066,-12.84,76.1088,-0.233051
4070,164.68,1.05487,4.91,17097,26.378,-12,52.5462,-0.25564,27.676,-12.024,-607.445,-0.211581,30.096,-10.656,17.7293,-0.190938,25.806,-11.136,-99.3002,-0.299853,26.796,-13.416,-19.362,1.18897,24.75,-17.496,235.432,-0.201354,28.776,-10.704,-329.425,-0.204893,25.96,-11.712,14.0598,-0.231891
4071,164.72,-0.094254,4.9,17097,28.688,-10.992,42.2959,-0.254481,30.47,-11.664,-633.527,-0.205122,31.79,-10.296,-24.2428,-0.189033,28.842,-10.272,-150.525,-0.298446,29.018,-13.32,-45.1959,1.19186,28.622,-15.888,131.811,-0.200691,30.58,-10.176,-374.619,-0.204313,28.842,-11.136,4.38977,-0.230649
4072,164.76,0.942908,4.9,17097,30.844,-10.464,25.2121,-0.250672,32.428,-11.472,-662.506,-0.199161,34.694,-11.544,-8.90686,-0.185721,30.998,-9.672,-168.343,-0.296955,31.064,-13.176,-15.4477,1.19559,31.152,-14.04,54.0948,-0.200443,32.78,-10.584,-326.308,-0.200753,31.614,-10.632,-22.2027,-0.226923
4073,164.8,-0.860339,4.89,17098,31.922,-9.72,42.2959,-0.246284,33.594,-12.168,-633.527,-0.195269,35.244,-11.568,15.3078,-0.181167,33.176,-8.808,-139.389,-0.295134,31.944,-13.032,-4.48789,1.19907,33.044,-12.384,37.0713,-0.200194,33.748,-10.056,-288.906,-0.19504,33.33,-9.72,-11.7269,-0.223363
4074,164.84,1.57345,4.89,17098,32.45,-9.144,58.2408,-0.244214,34.144,-13.008,-634.976,-0.194193,35.464,-11.64,27.4151,-0.176282,34.21,-8.64,-121.572,-0.293561,32.186,-12.336,0.992028,1.20188,35.024,-12.192,42.9925,-0.199118,33.352,-10.104,-313.84,-0.190651,33.902,-9.936,2.7781,-0.219306
4075,164.88,0.377183,4.89,17098,32.274,-8.856,52.5462,-0.245208,34.276,-12.528,-614.69,-0.195435,35.42,-10.8,17.7293,-0.174378,34.254,-8.976,-123.799,-0.293892,32.648,-11.496,2.55772,1.20238,35.53,-11.448,46.6933,-0.199532,33.088,-9.888,-309.165,-0.188747,33.792,-9.696,14.8656,-0.216491
4076,164.92,-0.04711,4.9,17099,32.406,-8.688,65.0743,-0.246946,33.858,-10.944,-610.343,-0.197173,35.046,-9.696,41.9439,-0.174129,33.946,-8.712,-108.209,-0.294471,32.494,-10.512,12.7347,1.20172,35.794,-11.424,45.213,-0.200691,33,-9.24,-301.373,-0.18883,33.22,-9.264,33.3997,-0.215414
4077,164.96,0.041285,4.9,17099,32.076,-8.784,74.1857,-0.24852,33.352,-10.08,-603.098,-0.198084,34.98,-9.432,64.5442,-0.174129,33.22,-8.64,-110.436,-0.29472,32.296,-10.296,8.82049,1.20114,35.728,-11.448,46.6933,-0.201022,32.516,-9.264,-313.84,-0.189741,33,-9.528,35.0114,-0.215994
4078,165,-0.076575,4.92,17099,31.636,-8.952,60.5186,-0.249596,32.472,-10.176,-597.302,-0.198167,34.518,-9.504,53.2441,-0.173798,32.67,-8.52,-119.345,-0.294637,32.076,-10.296,11.169,1.20089,35.2,-11.16,44.4728,-0.200774,32.186,-9.288,-312.282,-0.190072,32.34,-9.36,26.9531,-0.217567
4079,165.04,-0.023538,4.92,17099,31.35,-8.76,65.0743,-0.25001,31.592,-10.656,-608.894,-0.197587,34.056,-9.36,47.594,-0.173301,32.032,-8.112,-111.55,-0.294803,31.812,-10.272,15.0833,1.20122,34.628,-10.896,45.9531,-0.200691,31.988,-9,-307.607,-0.190237,31.746,-9.12,30.9822,-0.218726
4080,165.08,-0.029431,4.92,17099,31.064,-8.544,70.7689,-0.249844,30.492,-10.92,-603.098,-0.196594,33.132,-8.808,53.2441,-0.172556,30.976,-7.8,-108.209,-0.295051,31.658,-10.344,16.6489,1.20172,33.858,-10.8,51.1342,-0.200608,31.724,-8.784,-310.724,-0.189741,31.328,-9.192,27.7589,-0.21914
4081,165.12,0.076642,5.09,17100,30.426,-8.448,63.9354,-0.249348,29.216,-10.968,-598.751,-0.195186,32.648,-8.424,56.4727,-0.171231,29.92,-7.872,-112.663,-0.295134,31.416,-10.344,18.9975,1.20221,33.022,-10.752,53.3546,-0.201188,31.24,-8.52,-309.165,-0.189078,30.734,-9.192,26.9531,-0.219057
4082,165.16,0.218073,5.09,17100,29.458,-8.28,59.3797,-0.248934,27.654,-11.112,-600.2,-0.193944,31.878,-8.064,51.6298,-0.169824,28.688,-7.632,-111.55,-0.295134,31.042,-10.344,19.7803,1.20238,32.032,-10.608,54.0948,-0.201519,30.668,-8.088,-306.048,-0.188416,29.964,-9.12,26.9531,-0.218809
4083,165.2,0.247538,5.13,17101,28.358,-7.968,57.1019,-0.248271,25.784,-11.232,-604.547,-0.19353,30.8,-7.632,45.9797,-0.168499,27.324,-7.44,-108.209,-0.295217,30.492,-10.392,15.0833,1.20238,30.932,-10.392,54.8349,-0.201685,29.898,-7.752,-302.931,-0.187339,28.908,-9.072,25.3414,-0.218312
4084,165.24,0.27111,5.13,17101,26.994,-7.632,57.1019,-0.247443,23.738,-11.208,-601.649,-0.193199,29.436,-7.008,46.7868,-0.167257,25.828,-7.176,-109.323,-0.295134,29.59,-10.224,11.9519,1.2023,29.612,-10.08,54.8349,-0.201685,28.908,-7.464,-304.49,-0.185932,27.654,-8.976,23.7297,-0.217567
4085,165.28,0.300575,5.13,17101,25.146,-7.296,55.963,-0.246615,21.494,-11.16,-600.2,-0.192868,27.72,-6.408,46.7868,-0.166512,24.2,-6.864,-112.663,-0.295299,28.732,-9.648,14.3004,1.20221,28.116,-9.672,54.0948,-0.201519,27.698,-7.176,-306.048,-0.184524,26.268,-8.784,23.7297,-0.216656
4086,165.32,0.359505,5.17,17101,23.056,-7.032,53.6851,-0.245787,19.206,-11.136,-604.547,-0.192702,25.806,-5.904,40.3296,-0.166263,22.528,-6.528,-112.663,-0.295382,27.522,-9.24,14.3004,1.2023,26.378,-9.192,51.8743,-0.201271,26.334,-6.816,-306.048,-0.183034,24.552,-8.64,23.7297,-0.215331
4087,165.36,0.27111,5.17,17101,20.746,-6.672,54.824,-0.244794,16.83,-11.136,-605.996,-0.192619,23.716,-5.496,34.6795,-0.166263,20.746,-6.336,-113.777,-0.295631,25.872,-8.88,11.169,1.20263,24.42,-8.736,49.6539,-0.201271,24.64,-6.552,-309.165,-0.181875,22.704,-8.592,18.8947,-0.213924
4088,165.4,0.383076,5.17,17102,18.216,-6.336,59.3797,-0.244048,14.41,-10.992,-603.098,-0.193033,21.45,-5.136,35.4867,-0.16618,18.678,-6.096,-119.345,-0.295631,23.936,-8.568,8.82049,1.20329,22.352,-8.256,49.6539,-0.201271,22.77,-6.264,-310.724,-0.181047,20.592,-8.448,16.4772,-0.211605
4089,165.44,0.5304,5.17,17102,15.532,-6.024,57.1019,-0.243634,11.968,-10.8,-603.098,-0.194358,18.964,-4.776,40.3296,-0.166098,16.522,-5.808,-120.458,-0.295631,21.692,-8.232,8.03764,1.20412,20.064,-7.872,43.7327,-0.201271,20.526,-5.976,-309.165,-0.180219,18.216,-8.352,16.4772,-0.208873
4090,165.48,0.577544,5.17,17102,12.782,-5.64,52.5462,-0.24438,9.328,-10.752,-605.996,-0.197173,16.324,-4.416,42.7511,-0.166015,14.168,-5.52,-118.231,-0.295713,19.184,-7.8,8.03764,1.20453,17.424,-7.608,41.5122,-0.201271,18.128,-5.712,-310.724,-0.179391,15.62,-8.352,12.4481,-0.206969
4091,165.52,0.889871,5.16,17102,9.966,-5.328,50.2684,-0.247029,6.622,-10.728,-608.894,-0.201645,13.486,-4.104,40.3296,-0.166263,11.682,-5.424,-121.572,-0.296376,16.456,-7.536,8.03764,1.20445,14.564,-7.272,42.2524,-0.201271,15.532,-5.448,-315.399,-0.179473,12.76,-8.352,9.22476,-0.206306
4092,165.56,1.0372,5.16,17102,7.128,-5.04,51.4073,-0.252494,3.74,-10.704,-610.343,-0.208434,10.516,-3.792,36.2938,-0.168085,9.174,-5.4,-126.026,-0.298529,13.486,-7.32,7.2548,1.20337,11.44,-7.056,40.0319,-0.201436,12.672,-5.136,-315.399,-0.180715,9.768,-8.568,8.41893,-0.2073
4093,165.6,1.21988,5.13,17103,4.18,-4.92,50.2684,-0.262264,0.836,-10.632,-611.792,-0.218784,7.37,-3.672,24.9937,-0.173218,6.446,-5.376,-121.572,-0.302669,10.296,-7.056,7.2548,1.19998,8.25,-6.936,37.8115,-0.201602,9.658,-4.8,-316.957,-0.185187,6.556,-8.76,8.41893,-0.210695
4094,165.64,1.23756,5.13,17103,1.254,-4.872,51.4073,-0.276754,-2.222,-10.536,-613.241,-0.232612,4.092,-4.704,28.2223,-0.182326,3.608,-5.328,-122.686,-0.308547,6.886,-6.864,6.47195,1.19402,4.884,-6.888,33.3706,-0.202347,6.534,-4.512,-318.516,-0.193798,3.344,-9.24,6.80726,-0.219968
4095,165.68,1.64417,5.13,17103,-1.738,-4.872,50.2684,-0.295302,-5.302,-10.32,-611.792,-0.250165,0.748,-4.896,24.9937,-0.196237,0.55,-5.256,-124.913,-0.317407,3.322,-6.768,7.2548,1.18433,1.43,-6.792,37.0713,-0.205494,3.278,-4.368,-320.074,-0.205969,0.022,-9.576,9.22476,-0.233299
4096,165.72,1.42024,5.13,17103,-4.708,-4.896,49.1294,-0.318237,-8.448,-10.224,-611.792,-0.271693,-2.42,-5.328,29.0294,-0.215529,-2.618,-5.304,-124.913,-0.330655,-0.33,-6.792,6.47195,1.16934,-2.156,-6.744,31.1501,-0.213277,-0.066,-4.296,-320.074,-0.222695,-3.41,-10.056,7.6131,-0.252177
4097,165.76,1.2847,5.13,17103,-7.634,-4.8,50.2684,-0.345727,-11.726,-10.272,-613.241,-0.296533,-5.896,-6.096,23.3793,-0.241446,-5.742,-5.496,-124.913,-0.348126,-4.048,-6.768,5.6891,1.14897,-5.808,-6.768,31.8903,-0.225862,-3.52,-4.224,-320.074,-0.244803,-6.842,-10.44,10.0306,-0.275527
4098,165.8,1.06666,5.1,17104,-10.714,-4.728,50.2684,-0.377025,-15.158,-10.464,-613.241,-0.325431,-9.372,-7.104,22.5722,-0.271668,-8.998,-5.64,-126.026,-0.370233,-7.876,-6.744,5.6891,1.12273,-9.57,-6.672,34.8509,-0.245155,-6.974,-4.224,-323.191,-0.271547,-10.428,-10.944,6.00143,-0.303431
4099,165.84,0.913443,5.1,17104,-13.816,-4.752,46.8516,-0.410062,-18.656,-10.512,-613.241,-0.356977,-12.892,-8.16,21.765,-0.306444,-12.342,-5.784,-124.913,-0.398799,-11.77,-6.768,3.34057,1.0911,-13.398,-6.648,36.3312,-0.27074,-10.362,-4.128,-324.749,-0.302349,-14.014,-11.496,3.58394,-0.335474
4100,165.88,0.665939,5.1,17104,-17.138,-4.848,46.8516,-0.445087,-22.22,-10.608,-613.241,-0.391174,-16.214,-9.096,17.7293,-0.343372,-15.774,-6.024,-126.026,-0.43134,-15.884,-7.008,2.55772,1.05524,-17.182,-6.888,38.5516,-0.30237,-13.772,-4.128,-330.983,-0.336793,-17.754,-11.808,3.58394,-0.369422
4101,165.92,0.324147,5.07,17105,-20.57,-4.968,45.7127,-0.481105,-25.916,-10.776,-616.139,-0.426695,-19.8,-9.192,-6.4854,-0.381378,-19.25,-6.288,-126.026,-0.467689,-19.954,-7.104,-2.13936,1.01666,-20.966,-7.2,40.0319,-0.338802,-17.138,-4.032,-335.658,-0.375213,-21.45,-12.048,1.16644,-0.407593
4102,165.96,0.359505,5.07,17105,-24.222,-5.208,46.8516,-0.518199,-29.568,-10.92,-623.384,-0.464369,-22.33,-8.232,16.1149,-0.421536,-22.792,-6.432,-122.686,-0.505032,-23.958,-7.224,-6.83643,0.977991,-24.992,-7.368,38.5516,-0.3778,-20.548,-3.888,-332.541,-0.418186,-25.322,-12.168,-0.445224,-0.447089
4103,166,0.147358,5.05,17105,-27.896,-5.544,44.5738,-0.554962,-33.242,-10.944,-630.629,-0.502954,-25.476,-7.56,25.8008,-0.464178,-26.51,-6.456,-123.799,-0.544941,-27.962,-7.224,-14.6649,0.93775,-29.15,-7.296,40.0319,-0.41978,-24.09,-3.744,-334.1,-0.464885,-29.15,-12.288,-4.47438,-0.489565
4104,166.04,0.082535,5.05,17105,-31.614,-5.952,42.2959,-0.591394,-36.85,-10.656,-640.772,-0.544354,-28.864,-7.584,24.9937,-0.505826,-29.964,-6.744,-124.913,-0.585099,-31.944,-7.008,-17.7963,0.897096,-32.934,-7.656,38.5516,-0.464244,-27.764,-3.576,-335.658,-0.514234,-32.78,-12.144,-4.47438,-0.533283
4105,166.08,-0.235685,5.05,17105,-35.31,-6.432,38.8792,-0.628737,-40.458,-9.624,-648.016,-0.587493,-32.582,-7.584,29.0294,-0.547226,-33.374,-6.912,-129.367,-0.624761,-35.926,-6.624,-25.6247,0.856938,-36.762,-7.752,31.8903,-0.509618,-31.482,-3.264,-337.217,-0.566481,-36.432,-11.544,-2.05689,-0.578658
4106,166.12,-0.659978,5.02,17106,-39.006,-6.936,36.6013,-0.663927,-43.274,-8.616,-653.812,-0.632205,-36.388,-7.68,24.1865,-0.587964,-36.63,-6.984,-128.254,-0.663842,-39.336,-5.784,-29.539,0.816366,-40.458,-7.296,25.9691,-0.555406,-35.266,-2.832,-345.009,-0.619804,-39.908,-10.704,2.7781,-0.624115
4107,166.16,-1.63821,5.02,17106,-42.482,-7.032,29.7678,-0.69713,-46.068,-7.8,-648.016,-0.677331,-40.194,-7.776,23.3793,-0.625472,-39.82,-6.696,-136.049,-0.700357,-42.636,-4.752,-17.7963,0.777036,-43.956,-6.456,12.6464,-0.600201,-38.72,-2.4,-355.918,-0.672465,-43.318,-10.008,-6.08605,-0.669407
4108,166.2,-2.88752,5.01,17106,-45.716,-6.552,28.6289,-0.725613,-48.664,-6.768,-643.669,-0.719227,-43.802,-7.584,25.8008,-0.658758,-42.768,-6.024,-137.162,-0.733146,-45.804,-3.936,-12.3164,0.742342,-46.772,-5.616,13.3865,-0.64069,-41.888,-1.656,-348.126,-0.720737,-46.2,-9.216,3.58394,-0.710889
4109,166.24,-3.60646,5.01,17106,-48.444,-6.096,38.8792,-0.749377,-51.018,-5.976,-623.384,-0.753672,-47.41,-7.224,29.8366,-0.686578,-44.858,-5.136,-138.276,-0.759393,-48.686,-3.96,-4.48789,0.715432,-49.412,-4.368,21.5282,-0.675632,-44.946,-1.248,-346.567,-0.761226,-48.774,-8.184,23.7297,-0.74757
4110,166.28,-4.78505,5.01,17106,-50.974,-5.544,42.2959,-0.765192,-53.13,-5.856,-610.343,-0.776691,-50.556,-6.936,33.0652,-0.705788,-46.926,-4.104,-128.254,-0.7791,-51.392,-4.416,9.60333,0.696968,-52.14,-4.32,38.5516,-0.702459,-47.85,-1.056,-332.541,-0.792028,-50.49,-7.536,30.1764,-0.773486
4111,166.32,-5.02077,4.99,17107,-52.976,-5.496,53.6851,-0.771153,-55,-6.384,-594.404,-0.785219,-52.536,-6.696,47.594,-0.713406,-48.84,-4.056,-123.799,-0.790361,-53.548,-4.92,25.2603,0.688605,-54.164,-4.608,60.016,-0.718605,-50.534,-1.68,-292.023,-0.809995,-51.524,-6.96,50.3222,-0.787728
4112,166.36,-4.25468,4.99,17107,-54.802,-6.456,75.3246,-0.768007,-55.968,-7.248,-579.915,-0.780251,-53.504,-6.792,72.6158,-0.70968,-50.468,-4.056,-119.345,-0.793341,-54.978,-5.952,29.9573,0.68993,-54.978,-5.64,68.1576,-0.724484,-52.734,-2.832,-268.646,-0.815543,-52.118,-6.72,73.6913,-0.789467
4113,166.4,-4.10736,4.97,17107,-55.946,-7.704,88.9916,-0.757243,-55.77,-8.616,-572.67,-0.763111,-53.834,-7.32,108.938,-0.695438,-51.458,-4.848,-98.1866,-0.78887,-55.22,-7.68,40.1343,0.700777,-55.352,-7.224,105.905,-0.721006,-53.57,-4.488,-254.62,-0.810658,-52.162,-7.032,59.9922,-0.779531
4114,166.44,-4.43737,4.97,17107,-56.276,-9.36,112.909,-0.739855,-54.78,-10.296,-545.139,-0.736036,-53.152,-8.472,96.8304,-0.672585,-51.766,-6.24,-87.0507,-0.777858,-55.154,-9.672,65.1854,0.720152,-55.11,-9.264,89.622,-0.707262,-53.548,-6.36,-228.127,-0.796002,-51.282,-7.968,51.128,-0.759576
4115,166.48,-5.48631,4.97,17107,-55.726,-10.992,111.77,-0.714766,-53.13,-12.192,-550.935,-0.698527,-51.172,-10.008,95.2161,-0.642115,-50.798,-8.424,-82.5963,-0.759725,-53.988,-11.952,47.9628,0.748801,-53.46,-11.184,61.4963,-0.683664,-52.734,-8.544,-234.361,-0.769258,-49.588,-9.312,60.798,-0.730099
4116,166.52,-4.44915,4.86,17108,-53.746,-12.48,132.271,-0.681729,-50.292,-13.488,-491.528,-0.652656,-48.268,-11.832,137.188,-0.603944,-49.324,-10.704,-83.7099,-0.732152,-50.952,-13.992,94.1507,0.788131,-50.754,-13.056,132.551,-0.648308,-50.292,-10.656,-204.751,-0.728272,-46.75,-10.992,118.818,-0.688865
4117,166.56,-1.57928,4.86,17108,-50.38,-13.896,194.911,-0.640826,-46.948,-14.616,-372.712,-0.598008,-44.506,-13.848,288.933,-0.559977,-46.464,-12.6,9.83162,-0.694892,-47.696,-15.24,241.326,0.83541,-47.388,-14.592,293.903,-0.603679,-46.992,-12.336,-84.7527,-0.673127,-43.406,-13.128,246.945,-0.638108
4118,166.6,0.90755,4.74,17108,-46.2,-15.288,322.47,-0.594624,-43.428,-15.888,-268.386,-0.538227,-40.546,-16.008,481.036,-0.514354,-42.812,-14.016,189.12,-0.651588,-44.198,-16.608,404.158,0.885172,-43.89,-15.816,465.618,-0.552922,-43.252,-14.016,72.6477,-0.609371,-39.754,-15.192,419.393,-0.584454
4119,166.64,3.25295,4.74,17108,-42.592,-16.392,453.446,-0.548835,-39.776,-16.776,-181.448,-0.4777,-36.498,-17.808,615.831,-0.470802,-39.05,-15.576,348.363,-0.60729,-40.546,-18.048,535.676,0.932865,-40.414,-16.656,592.184,-0.502663,-39.336,-15.288,198.88,-0.543876,-35.882,-16.848,569.278,-0.530965
4120,166.68,2.75794,4.74,17108,-38.984,-17.328,528.615,-0.507187,-35.794,-17.16,-88.7139,-0.422638,-32.538,-19.176,687.668,-0.430312,-35.398,-16.608,444.132,-0.564565,-36.564,-19.32,628.835,0.975673,-36.718,-17.304,659.538,-0.457123,-35.486,-16.224,258.1,-0.482935,-32.01,-17.664,681.289,-0.481119
4121,166.72,1.98007,4.61,17109,-35.222,-18.24,567.338,-0.469513,-31.614,-17.4,-11.9185,-0.375773,-28.38,-20.184,729.64,-0.388995,-31.482,-17.472,505.379,-0.522668,-32.582,-20.304,667.194,1.0131,-33.066,-17.736,686.923,-0.414812,-31.46,-16.992,281.476,-0.428619,-27.94,-18.336,746.561,-0.434834
4122,166.76,1.82096,4.61,17109,-31.174,-19.104,595.811,-0.43631,-27.148,-17.736,53.2851,-0.334787,-23.958,-21.048,757.083,-0.346105,-27.39,-18.216,544.355,-0.48251,-28.512,-21.024,689.897,1.04705,-29.172,-18.12,685.443,-0.374571,-27.258,-17.328,298.619,-0.380512,-23.782,-18.864,773.153,-0.391861
4123,166.8,2.49276,4.48,17109,-26.884,-19.848,625.423,-0.403604,-22.308,-17.952,105.448,-0.297113,-19.184,-21.432,778.069,-0.301558,-22.902,-18.96,569.967,-0.444339,-23.958,-21.48,719.645,1.0776,-24.97,-18.48,686.923,-0.335158,-22.858,-17.4,306.411,-0.336462,-19.184,-19.224,785.241,-0.350958
4124,166.84,3.74796,4.48,17109,-22.176,-20.352,657.313,-0.371478,-17.226,-18.048,146.019,-0.265649,-14.124,-21.36,792.598,-0.26049,-18.238,-19.368,579.99,-0.41064,-19.096,-21.552,758.004,1.10219,-20.416,-18.72,711.348,-0.297981,-18.304,-17.328,309.528,-0.29589,-14.344,-19.32,804.581,-0.315685
4125,166.88,4.83226,4.48,17109,-17.138,-20.496,668.702,-0.342332,-12.122,-18.048,147.468,-0.243127,-8.866,-21.024,798.248,-0.230268,-13.288,-19.68,574.422,-0.38315,-14.146,-21.432,749.393,1.11933,-15.488,-18.912,739.474,-0.26602,-13.442,-17.136,295.502,-0.263681,-9.416,-19.104,789.27,-0.28803
4126,166.92,4.67905,4.39,17110,-11.814,-20.496,659.591,-0.318154,-6.93,-17.928,115.591,-0.232612,-3.498,-20.376,782.912,-0.212134,-8.008,-19.512,559.945,-0.362202,-9.394,-21.048,696.159,1.12976,-10.34,-19.128,754.277,-0.243333,-8.36,-17.04,253.424,-0.240083,-4.51,-18.72,722.386,-0.267744
4127,166.96,4.56119,4.39,17110,-6.094,-20.304,634.534,-0.298282,-1.408,-17.52,86.6114,-0.230707,1.87,-19.296,738.519,-0.203854,-2.376,-18.936,527.651,-0.347877,-4.224,-20.376,635.097,1.13589,-4.906,-19.32,732.812,-0.231576,-2.838,-17.04,216.022,-0.228988,0.462,-17.904,634.55,-0.252177
4128,167,4.7144,4.3,17110,-0.44,-19.608,591.255,-0.282136,4.18,-16.872,37.3465,-0.228886,7.084,-17.976,652.153,-0.201288,3.212,-18.096,490.903,-0.336782,1.936,-19.896,587.344,1.14409,0.616,-19.56,672.86,-0.227518,3.124,-16.584,206.672,-0.226255,5.368,-16.752,537.045,-0.243069
4129,167.04,4.3844,4.3,17110,4.95,-18.576,516.087,-0.270048,9.548,-16.128,-59.7345,-0.225408,12.034,-16.752,523.815,-0.19839,8.69,-16.896,435.223,-0.327426,7.656,-19.416,538.024,1.15543,6.116,-19.728,595.885,-0.226359,8.756,-15.48,164.595,-0.224434,10.362,-15.648,436.316,-0.240006
4130,167.08,4.04261,4.3,17110,10.098,-17.448,401.056,-0.260277,14.542,-15.144,-198.836,-0.225243,16.632,-15.528,363.192,-0.198058,13.838,-15.48,341.681,-0.318732,13.134,-18.288,464.437,1.16926,11.77,-19.656,501.145,-0.222716,13.992,-14.472,67.9725,-0.217727,15.246,-14.448,327.528,-0.239343
4131,167.12,3.19402,4.29,17111,15.07,-16.104,275.775,-0.25473,19.118,-14.016,-366.916,-0.224994,20.9,-13.992,200.146,-0.199135,18.612,-13.728,203.596,-0.311777,18.04,-16.968,335.267,1.17969,17.49,-19.152,400.485,-0.217996,18.986,-13.128,-67.6101,-0.209033,19.734,-12.912,199.401,-0.239012
4132,167.16,1.51453,4.29,17111,19.712,-14.616,160.744,-0.253488,23.276,-12.792,-524.854,-0.220275,25.102,-12.648,83.1088,-0.197644,22.748,-11.712,24.3083,-0.307554,22.176,-15.744,154.43,1.18507,22.748,-17.76,296.124,-0.212697,23.716,-11.616,-215.66,-0.202906,23.87,-11.28,69.6622,-0.237936
4133,167.2,0.901657,4.29,17111,23.694,-13.176,75.3246,-0.253239,27.236,-11.736,-610.343,-0.211084,29.172,-11.472,24.1865,-0.194829,26.444,-9.96,-127.14,-0.304987,25.696,-14.424,15.0833,1.18723,27.17,-15.936,186.582,-0.206818,28.006,-10.632,-324.749,-0.199842,27.764,-10.248,10.0306,-0.235286
4134,167.24,0.223966,4.29,17111,26.73,-12.192,50.2684,-0.252163,30.096,-11.256,-630.629,-0.203549,31.526,-10.992,-0.83531,-0.192676,29.348,-9.504,-158.32,-0.303579,27.786,-13.56,-28.7561,1.18839,30.36,-14.328,80,-0.204334,30.25,-10.128,-374.619,-0.198766,30.206,-9.624,-3.66855,-0.231395
4135,167.28,0.465578,4.29,17111,28.71,-11.448,32.0456,-0.249844,32.076,-11.16,-656.71,-0.197339,33.968,-11.448,-15.3641,-0.18953,31.746,-9.264,-177.251,-0.301841,29.942,-13.32,-31.1047,1.19004,32.406,-12.312,28.9297,-0.203506,32.824,-10.608,-335.658,-0.196282,33.066,-9.936,-40.7368,-0.226261
